phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,heading_structure,word_count,lang,published_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_internal_links,broken_external_links,image_count,missing_alt,missing_dimensions,page_depth,orphan,sitemap_included,duplicate_title,duplicate_description,content_hash,issues
baseline,https://typescript.robertdevore.com/builds/application/,content/builds/03-application.md,builds,200,200,True,,https://typescript.robertdevore.com/builds/application/,200,Build 3: validated HTTP application · TypeScript Course,55,"Build a bounded, observable Node service with a real external boundary and graceful lifecycle.",94,Build 3: validated HTTP application,"[[""h1"", ""Build 3: validated HTTP application""], [""h2"", ""The brief""], [""h2"", ""Observable contract""], [""h2"", ""Milestone 1 \u2014 Parse startup configuration""], [""h2"", ""Milestone 2 \u2014 Build a trustworthy client""], [""h2"", ""Milestone 3 \u2014 Own application concurrency""], [""h2"", ""Milestone 4 \u2014 Make errors and logs useful""], [""h2"", ""Milestone 5 \u2014 Shut down gracefully""], [""h2"", ""Milestone 6 \u2014 Test both seams and real HTTP""], [""h2"", ""Type-checker and runtime drills""], [""h2"", ""Production review""], [""h2"", ""Completion checkpoint""]]",933,en,,,,False,,57,72,2,0,0,0,0,0,2,False,True,False,False,a3967d6918135923255dcb4868caeae5bca6ae156bcdc6eb712da6b7e139684c,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/search/,scripts/build.mjs,search,200,200,False,"noindex,follow",https://typescript.robertdevore.com/search/,200,Search the course · TypeScript Course,37,"Search TypeScript concepts, compiler errors, and practical reference topics.",76,Search the course.,"[[""h1"", ""Search the course.""]]",35,en,,,,False,,101,19,2,0,0,0,0,0,1,False,False,False,False,25119ca17d489a1f3680996f34b7bd73cbc3a56c46f8f3be35ea1788fef701fb,
baseline,https://typescript.robertdevore.com/lessons/generics/,content/lessons/11-generics.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/generics/,200,Generics & type relationships · TypeScript Course,49,Design reusable functions whose outputs retain useful information about their inputs.,85,Generics & type relationships,"[[""h1"", ""Generics & type relationships""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",829,en,,,,False,,59,73,4,0,0,0,0,0,2,False,True,False,False,7a2952e3e331c430027fd2fdb7c10623bd9a59fc10c3ea2a486feba1d5134a4d,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/publishing/,content/lessons/28-publishing.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/publishing/,200,Publishing typed packages · TypeScript Course,45,"Test the tarball that consumers install, including exports, declarations, and compatibility.",92,Publishing typed packages,"[[""h1"", ""Publishing typed packages""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and package-manager reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Package workflow""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",727,en,,,,False,,59,74,5,0,0,0,0,0,2,False,True,False,False,7360532a5bc25bd2b3359d107a68a2e6e3b2ff831acda852f5b7b4c2e8f783dc,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/mapped-types/,content/lessons/13-mapped-types.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/mapped-types/,200,Mapped types · TypeScript Course,32,Transform property types without confusing type changes with runtime changes.,77,Mapped types,"[[""h1"", ""Mapped types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",789,en,,,,False,,57,72,4,0,0,0,0,0,2,False,True,False,False,64676c3caa0d40d1c860ac6089c2a1c26924be6206e4e3f102a14265fc0c4aa2,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,content/lessons/06-interfaces-and-aliases.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,200,Interfaces & type aliases · TypeScript Course,45,Choose interfaces or type aliases to suit your data and public APIs.,68,Interfaces & type aliases,"[[""h1"", ""Interfaces & type aliases""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",869,en,,,,False,,58,73,4,0,0,0,0,0,2,False,True,False,False,c546909a24a6aa79fc40fdcc777f99de0e2943b1094c8876912cbb55e9ca81e7,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/http-clients/,content/lessons/22-http-clients.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/http-clients/,200,HTTP clients & external APIs · TypeScript Course,48,"Build an HTTP client that checks responses and handles failures, retries, and cancellation.",91,HTTP clients & external APIs,"[[""h1"", ""HTTP clients & external APIs""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and HTTP reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Retry, pagination, and rate limits""], [""h2"", ""Runtime drill""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",810,en,,,,False,,57,72,4,0,0,0,0,0,2,False,True,False,False,86799000917bde154156b357b902df8c0560f31d9880d550d978c902a87c0538,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/javascript-migration/,content/lessons/31-javascript-migration.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/javascript-migration/,200,Migrating JavaScript safely · TypeScript Course,47,"Adopt TypeScript a step at a time with checked JavaScript, JSDoc, and typed boundaries.",87,Migrating JavaScript safely,"[[""h1"", ""Migrating JavaScript safely""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""A gradual configuration""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",716,en,,,,False,,58,73,5,0,0,0,0,0,2,False,True,False,False,4becacf50c124014637fd59a02f4b822ea35699eee7c0dc29ed58b75e907c861,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/variance/,content/lessons/17-variance.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/variance/,200,Variance & function compatibility · TypeScript Course,53,Debug callback assignability using the values an implementation can actually handle.,84,Variance & function compatibility,"[[""h1"", ""Variance & function compatibility""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",797,en,,,,False,,57,73,4,0,0,0,0,0,2,False,True,False,False,0eef2308430adefd9561d2982e23348e4fa9f45d45a03f524476084f46c82ea7,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,content/lessons/10-assertions-const-satisfies.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,200,"Assertions, as const & satisfies · TypeScript Course",52,"Compare annotations, assertions, const assertions, and satisfies.",65,"Assertions, as const & satisfies","[[""h1"", ""Assertions, as const & satisfies""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",781,en,,,,False,,58,73,4,0,0,0,0,0,2,False,True,False,False,82a8326f585b78039199f6791eb96ebea377d0912bc96fde5301d02aa4ade2f6,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/declaration-files/,content/lessons/27-declaration-files.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/declaration-files/,200,Declaration files · TypeScript Course,37,"Read, write, and test declaration files that describe JavaScript APIs.",70,Declaration files,"[[""h1"", ""Declaration files""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",789,en,,,,False,,58,73,5,0,0,0,0,0,2,False,True,False,False,e90cfa00e7b27ff5b586e9089a4c7750631a378ade0a2173cc19f3505e00ba67,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/compiler-tooling/,content/lessons/35-compiler-tooling.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/compiler-tooling/,200,"Compiler, language service & LSP · TypeScript Course",52,Learn how the compiler and language service produce diagnostics and editor feedback.,84,"Compiler, language service & LSP","[[""h1"", ""Compiler, language service & LSP""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and tooling reality""], [""h2"", ""TypeScript 7 model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",748,en,,,,False,,59,73,5,0,0,0,0,0,2,False,True,False,False,ce16578dee2a9590149e95ee75acf5767186f985d176d1dfb8b16a60be78cc35,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/runtime-validation/,content/lessons/20-runtime-validation.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/runtime-validation/,200,Runtime validation & trusted boundaries · TypeScript Course,59,Parse external data before using it as a trusted application value.,67,Runtime validation & trusted boundaries,"[[""h1"", ""Runtime validation & trusted boundaries""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",807,en,,,,False,,59,72,4,0,0,0,0,0,1,False,True,False,False,5bdf695b488dc9b866376f4d4bf818c76e8a69936c3077b28f5dab94c2683c02,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/library-design/,content/lessons/26-library-design.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/library-design/,200,Designing library APIs · TypeScript Course,42,"Build APIs with useful inference, clear diagnostics, and stable behavior.",73,Designing library APIs,"[[""h1"", ""Designing library APIs""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",746,en,,,,False,,59,73,4,0,0,0,0,0,1,False,True,False,False,8c355f3e932974398bc9db343f31754fbed5fd77d4a140b30a1c89744ff5a9bc,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/template-literal-types/,content/lessons/15-template-literal-types.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/template-literal-types/,200,Template literal types · TypeScript Course,42,Define event names and route patterns with string literal types.,64,Template literal types,"[[""h1"", ""Template literal types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",678,en,,,,False,,57,72,3,0,0,0,0,0,2,False,True,False,False,068f38b950e195d5042ebb30ff5c4d68443b5467356eb0426023a8fe91989bad,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/tsconfig/,content/lessons/18-tsconfig.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/tsconfig/,200,Configuring TypeScript · TypeScript Course,42,"Choose compiler settings for your runtime, build, and packages.",63,Configuring TypeScript,"[[""h1"", ""Configuring TypeScript""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",788,en,,,,False,,59,72,4,0,0,0,0,0,1,False,True,False,False,9b24503b7440df64c5aea64d3e5833143ba5627b4844173d99b302808b428918,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/values-and-types/,content/lessons/02-values-and-types.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/values-and-types/,200,JavaScript values & TypeScript types · TypeScript Course,56,Separate runtime values from static types and learn when inference is enough.,77,JavaScript values & TypeScript types,"[[""h1"", ""JavaScript values & TypeScript types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",906,en,,,,False,,59,74,4,0,0,0,0,0,2,False,True,False,False,de597eb618aebf83f8aa97be422e7584de3734177fd2a2084864d4c8e7c981c6,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/async/,content/lessons/21-async.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/async/,200,Async TypeScript & cancellation · TypeScript Course,51,Understand promises and scheduling before modeling concurrent operations.,73,Async TypeScript & cancellation,"[[""h1"", ""Async TypeScript & cancellation""], [""h2"", ""Where you are""], [""h2"", ""JavaScript reality""], [""h2"", ""Mental model""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Async iteration and streams""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",798,en,,,,False,,59,73,4,0,0,0,0,0,2,False,True,False,False,97d1e74ed5b60854f6e46af12c9128d740e95c409b9c55d2cf546a675c80c2bb,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/setup/,content/lessons/01-setup.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/setup/,200,Modern TypeScript setup · TypeScript Course,43,"Set up a project, check your code, and run the JavaScript it produces.",70,Modern TypeScript setup,"[[""h1"", ""Modern TypeScript setup""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""Install a local toolchain""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""TypeScript 7 and development workflows""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",1026,en,,,,False,,60,73,5,0,0,0,0,0,1,False,True,False,False,28692d100f16dc4bb69f269844d946131b21fbe2537b254aa5b264d7ffd3b0dc,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/shipping/,content/lessons/36-shipping.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/shipping/,200,Shipping & maintaining TypeScript · TypeScript Course,53,Build reproducible releases and check that upgrades preserve your public APIs.,78,Shipping & maintaining TypeScript,"[[""h1"", ""Shipping & maintaining TypeScript""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Release procedure""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",787,en,,,,False,,58,74,5,0,0,0,0,0,2,False,True,False,False,d18eef0bb615d7bcd70b6a775c8e505422e1c2674bfff7882551667735dc9838,"no structured data (opportunity, not search requirement)"
baseline,https://typescript.robertdevore.com/lessons/workspaces/,content/lessons/29-workspaces.md,lessons,200,200,True,,https://typescript.robertdevore.com/lessons/workspaces/,200,Workspaces & project boundaries · TypeScript Course,51,Organize packages and builds so dependencies stay clear as the repository grows.,80,Workspaces & project boundaries,"[[""h1"", ""Workspaces & project boundaries""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript and package reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Reference layout""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",746,en,,,,False,,59,73,5,0,0,0,0,0,2,False,True,False,False,39da1a3715f3a0c7d4831b030dd07beb5760f0e91a1e9ab9cdc351369346f447,"no structured data (opportunity, not search requirement)"
